"National
Dex","Pokemon
Name",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Ability I,Ability II,Hidden Ability,Weight (kg),Height (m),Pokedex Color,Egg Group I,Egg Group II,Type I,Type II
674,Pancham,67,82,62,46,48,43,348,Iron Fist,Mold Breaker,Scrappy,8,0.6,White,Field,Human-Like,Fighting,NULL
675,Pangoro,95,124,78,69,71,58,495,Iron Fist,Mold Breaker,Scrappy,136,2.1,White,Field,Human-Like,Fighting,Dark
676,Furfrou,75,80,60,65,90,102,472,Fur Coat,NULL,NULL,28,1.2,White,Field,NULL,Normal,NULL
677,Espurr,62,48,54,63,60,68,355,Keen Eye,Infiltrator,Own Tempo,3.5,0.3,Gray,Field,NULL,Psychic,NULL
678,Meowstic (Female),74,48,76,83,81,104,466,Keen Eye,Infiltrator,Competitive,8.5,0.6,White,Field,NULL,Psychic,NULL
678.1,Meowstic (Male),74,48,76,83,81,104,466,Keen Eye,Infiltrator,Prankster,8.5,0.6,Blue,Field,NULL,Psychic,NULL
679,Honedge,45,80,100,35,37,28,325,No Guard,NULL,NULL,2,0.8,Brown,Mineral,NULL,Steel,Ghost
680,Doublade,59,110,150,45,49,35,448,No Guard,NULL,NULL,4.5,0.8,Brown,Mineral,NULL,Steel,Ghost
681,Aegislash (Shield),60,50,140,50,140,60,500,Stance Change,NULL,NULL,53,1.7,Brown,Mineral,NULL,Steel,Ghost
681.1,Aegislash (Blade),60,140,50,140,50,60,500,Stance Change,NULL,NULL,53,1.7,Brown,Mineral,NULL,Steel,Ghost
682,Spritzee,78,52,60,63,65,23,341,Healer,NULL,Aroma Veil,0.5,0.2,Pink,Fairy,NULL,Fairy,NULL
683,Aromatisse,101,72,72,99,89,29,462,Healer,NULL,Aroma Veil,15.5,0.8,Pink,Fairy,NULL,Fairy,NULL
684,Swirlix,62,48,66,59,57,49,341,Sweet Veil,NULL,Unburden,3.5,0.4,White,Fairy,NULL,Fairy,NULL
685,Slurpuff,82,80,86,85,75,72,480,Sweet Veil,NULL,Unburden,5,0.8,White,Fairy,NULL,Fairy,NULL
686,Inkay,53,54,53,37,46,45,288,Suction Cups,Contrary,Infiltrator,3.5,0.4,Blue,Water 1,Water 2,Dark,Psychic
687,Malamar,86,92,88,68,75,73,482,Suction Cups,Contrary,Infiltrator,47,1.5,Blue,Water 1,Water 2,Dark,Psychic
688,Binacle,42,52,67,39,56,50,306,Sniper,Tough Claws,Pickpocket,31,0.5,Brown,Water 3,NULL,Rock,Water
689,Barbaracle,72,105,115,54,86,68,500,Sniper,Tough Claws,Pickpocket,96,1.3,Brown,Water 3,NULL,Rock,Water
690,Skrelp,50,60,60,60,60,30,320,Poison Point,Poison Touch,Adaptability,7.3,0.5,Brown,Water 1,Dragon,Poison,Water
691,Dragalge,65,75,90,97,123,44,494,Poison Point,Poison Touch,Adaptability,81.5,1.8,Brown,Water 1,Dragon,Poison,Dragon
692,Clauncher,50,53,62,58,63,44,330,Mega Launcher,NULL,NULL,8.3,0.5,Blue,Water 1,Water 3,Water,NULL
693,Clawitzer,71,73,88,120,89,59,500,Mega Launcher,NULL,NULL,35.3,1.3,Blue,Water 1,Water 3,Water,NULL
694,Helioptile,44,38,33,61,43,70,289,Dry Skin,Sand Veil,Solar Power,6,0.5,Yellow,Monster,Dragon,Electric,Normal
695,Heliolisk,62,55,52,109,94,109,481,Dry Skin,Sand Veil,Solar Power,21,1,Yellow,Monster,Dragon,Electric,Normal
696,Tyrunt,58,89,77,45,45,48,362,Strong Jaw,NULL,Sturdy,26,0.8,Brown,Monster,Dragon,Rock,Dragon
697,Tyrantrum,82,121,119,69,59,71,521,Strong Jaw,NULL,Rock Head,270,2.5,Red,Monster,Dragon,Rock,Dragon
698,Amaura,77,59,50,67,63,46,362,Refrigerate,NULL,Snow Warning,25.2,1.3,Blue,Monster,NULL,Rock,Ice
699,Aurorus,123,77,72,99,92,58,521,Refrigerate,NULL,Snow Warning,225,2.7,Blue,Monster,NULL,Rock,Ice
700,Sylveon,95,65,65,110,130,60,525,Cute Charm,NULL,Pixilate,23.5,1,Pink,Field,NULL,Fairy,NULL
701,Hawlucha,78,92,75,74,63,118,500,Unburden,Limber,Mold Breaker,21.5,0.8,Green,Flying,Human-Like,Fighting,Flying
702,Dedenne,67,58,57,81,67,101,431,Cheek Pouch,Pickup,Plus,2.2,0.2,Yellow,Field,Fairy,Electric,Fairy
703,Carbink,50,50,150,50,150,50,500,Clear Body,NULL,Sturdy,5.7,0.3,Gray,Fairy,Mineral,Rock,Fairy
704,Goomy,45,50,35,55,75,40,300,Sap Sipper,Hydration,Gooey,2.8,0.3,Purple,Dragon,NULL,Dragon,NULL
705,Sliggoo,68,75,53,83,113,60,452,Sap Sipper,Hydration,Gooey,17.5,0.8,Purple,Dragon,NULL,Dragon,NULL
705.1,Sliggoo (Hisuian),58,75,83,83,113,40,452,Sap Sipper,Shell Armor,Gooey,68.5,0.7,Purple,Dragon,NULL,Steel,Dragon
706,Goodra,90,100,70,110,150,80,600,Sap Sipper,Hydration,Gooey,150.5,2,Purple,Dragon,NULL,Dragon,NULL
706.1,Goodra (Hisuian),80,100,100,110,150,60,600,Sap Sipper,Shell Armor,Gooey,334.1,1.7,Purple,Dragon,NULL,Steel,Dragon
707,Klefki,57,80,91,80,87,75,470,Prankster,NULL,Magician,3,0.2,Gray,Mineral,NULL,Steel,Fairy
708,Phantump,43,70,48,50,60,38,309,Natural Cure,Frisk,Harvest,7,0.4,Brown,Grass,Amorphous,Ghost,Grass
709,Trevenant,85,110,76,65,82,56,474,Natural Cure,Frisk,Harvest,71,1.5,Brown,Grass,Amorphous,Ghost,Grass
710,Pumpkaboo (Small),44,66,70,44,55,56,335,Pickup,Frisk,Insomnia,3.5,0.3,Brown,Amorphous,NULL,Ghost,Grass
710.1,Pumpkaboo (Average),49,66,70,44,55,51,335,Pickup,Frisk,Insomnia,5,0.4,Brown,Amorphous,NULL,Ghost,Grass
710.2,Pumpkaboo (Large),54,66,70,44,55,46,335,Pickup,Frisk,Insomnia,7.5,0.5,Brown,Amorphous,NULL,Ghost,Grass
710.3,Pumpkaboo (Super Size),59,66,70,44,55,41,335,Pickup,Frisk,Insomnia,15,0.8,Brown,Amorphous,NULL,Ghost,Grass
711,Gourgeist (Small),55,85,122,58,75,99,494,Pickup,Frisk,Insomnia,9.5,0.7,Brown,Amorphous,NULL,Ghost,Grass
711.1,Gourgeist (Average),65,90,122,58,75,84,494,Pickup,Frisk,Insomnia,12.5,0.9,Brown,Amorphous,NULL,Ghost,Grass
711.2,Gourgeist (Large),75,95,122,58,75,69,494,Pickup,Frisk,Insomnia,14,1.1,Brown,Amorphous,NULL,Ghost,Grass
711.3,Gourgeist (Super Size),85,100,122,58,75,54,494,Pickup,Frisk,Insomnia,39,1.7,Brown,Amorphous,NULL,Ghost,Grass
712,Bergmite,55,69,85,32,35,28,304,Own Tempo,Ice Body,Sturdy,99.5,1,Blue,Monster,Mineral,Ice,NULL
713,Avalugg,95,117,184,44,46,28,514,Own Tempo,Ice Body,Sturdy,505,2,Blue,Monster,Mineral,Ice,NULL
713.1,Avalugg (Hisuian),95,127,184,34,36,38,514,Strong Jaw,Ice Body,Sturdy,262.4,1.4,Blue,Monster,Mineral,Ice,Rock
714,Noibat,40,30,35,45,40,55,245,Frisk,Infiltrator,Telepathy,8,0.5,Purple,Flying,Dragon,Flying,Dragon
715,Noivern,85,70,80,97,80,123,535,Frisk,Infiltrator,Telepathy,85,1.5,Purple,Flying,Dragon,Flying,Dragon
716,Xerneas,126,131,95,131,98,99,680,Fairy Aura,NULL,NULL,215,3,Blue,Undiscovered,NULL,Fairy,NULL
717,Yveltal,126,131,95,131,98,99,680,Dark Aura,NULL,NULL,203,5.8,Red,Undiscovered,NULL,Dark,Flying
718,Zygarde (10%),54,100,71,61,85,115,486,Aura Break,Power Construct,NULL,33.5,1.2,Black,Undiscovered,NULL,Dragon,Ground
718.1,Zygarde (50%),108,100,121,81,95,95,600,Aura Break,Power Construct,NULL,305,5,Green,Undiscovered,NULL,Dragon,Ground
718.2,Zygarde (Complete),216,100,121,81,95,95,708,Power Construct,NULL,NULL,610,4.5,Black,Undiscovered,NULL,Dragon,Ground
719,Diancie,50,100,150,100,150,50,600,Clear Body,NULL,NULL,8.8,0.7,Pink,Undiscovered,NULL,Rock,Fairy
719.1,Diancie (Mega),50,160,110,160,110,110,700,Magic Bounce,NULL,NULL,27.8,1.1,Pink,Undiscovered,NULL,Rock,Fairy
720,Hoopa (Confined),80,110,60,150,130,70,600,Magician,NULL,NULL,9,0.5,Purple,Undiscovered,NULL,Psychic,Ghost
720.1,Hoopa (Unbound),80,160,60,170,130,80,680,Magician,NULL,NULL,490,6.5,Purple,Undiscovered,NULL,Psychic,Dark
721,Volcanion,80,110,120,130,90,70,600,Water Absorb,NULL,NULL,195,1.7,Brown,Undiscovered,NULL,Fire,Water
722,Rowlet,68,55,55,50,50,42,320,Overgrow ,NULL,Long Reach,1.5,0.3,Brown,Flying,NULL,Grass,Flying
723,Dartrix,78,75,75,70,70,52,420,Overgrow ,NULL,Long Reach,16,0.7,Brown,Flying,NULL,Grass,Flying
724,Decidueye,78,107,75,100,100,70,530,Overgrow ,NULL,Long Reach,36.6,1.6,Brown,Flying,NULL,Grass,Ghost
724.1,Decidueye (Hisuian),88,112,80,95,95,60,530,Overgrow,NULL,Scrappy,37,1.6,Brown,Flying,NULL,Grass,Fighting
725,Litten,45,65,40,60,40,70,320,Blaze,NULL,Intimidate,4.3,0.4,Red,Field,NULL,Fire,NULL
726,Torracat,65,85,50,80,50,90,420,Blaze,NULL,Intimidate,25,0.7,Red,Field,NULL,Fire,NULL
727,Incineroar,95,115,90,80,90,60,530,Blaze,NULL,Intimidate,83,1.8,Red,Field,NULL,Fire,Dark
728,Popplio,50,54,54,66,56,40,320,Torrent,NULL,Liquid Voice,7.5,0.4,Blue,Water 1,Field,Water,NULL
729,Brionne,60,69,69,91,81,50,420,Torrent,NULL,Liquid Voice,17.5,0.6,Blue,Water 1,Field,Water,NULL
730,Primarina,80,74,74,126,116,60,530,Torrent,NULL,Liquid Voice,44,1.8,Blue,Water 1,Field,Water,Fairy
731,Pikipek,35,75,30,30,30,65,265,Keen Eye,Skill Link,Pickup,1.2,0.3,Black,Flying,NULL,Normal,Flying
732,Trumbeak,55,85,50,40,50,75,355,Keen Eye,Skill Link,Pickup,14.8,0.6,Black,Flying,NULL,Normal,Flying
733,Toucannon,80,120,75,75,75,60,485,Keen Eye,Skill Link,Sheer Force,26,1.1,Black,Flying,NULL,Normal,Flying
734,Yungoos,48,70,30,30,30,45,253,Stakeout,Strong Jaw,Adaptability,6,0.4,Brown,Field,NULL,Normal,NULL
735,Gumshoos,88,110,60,55,60,45,418,Stakeout,Strong Jaw,Adaptability,14.2,0.7,Brown,Field,NULL,Normal,NULL
736,Grubbin,47,62,45,55,45,46,300,Swarm,NULL,NULL,4.4,0.4,Gray,Bug,NULL,Bug,NULL
737,Charjabug,57,82,95,55,75,36,400,Battery,NULL,NULL,10.5,0.5,Green,Bug,NULL,Bug,Electric
738,Vikavolt,77,70,90,145,75,43,500,Levitate,NULL,NULL,45,1.5,Blue,Bug,NULL,Bug,Electric
739,Crabrawler,47,82,57,42,47,63,338,Hyper Cutter ,Iron Fist,Anger Point,7,0.6,Purple,Water 3,NULL,Fighting,NULL
740,Crabominable,97,132,77,62,67,43,478,Hyper Cutter ,Iron Fist,Anger Point,180,1.7,White,Water 3,NULL,Fighting,Ice
741,Oricorio (Baile),75,70,70,98,70,93,476,Dancer,NULL,NULL,3.4,0.6,Red,Flying,NULL,Fire,Flying
741.1,Oricorio (Pa'u),75,70,70,98,70,93,476,Dancer,NULL,NULL,3.4,0.6,Pink,Flying,NULL,Psychic,Flying
741.2,Oricorio (Pom-Pom),75,70,70,98,70,93,476,Dancer,NULL,NULL,3.4,0.6,Yellow,Flying,NULL,Electric,Flying
741.3,Oricorio (Sensu),75,70,70,98,70,93,476,Dancer,NULL,NULL,3.4,0.6,Purple,Flying,NULL,Ghost,Flying
742,Cutiefly,40,45,40,55,40,84,304,Honey Gather ,Shield Dust,Sweet Veil,0.2,0.1,Yellow,Bug,Fairy,Bug,Fairy
743,Ribombee,60,55,60,95,70,124,464,Honey Gather ,Shield Dust,Sweet Veil,0.5,0.2,Yellow,Bug,Fairy,Bug,Fairy
744,Rockruff,45,65,40,30,40,60,280,Keen Eye ,Vital Spirit,Steadfast,9.2,0.5,Brown,Field,NULL,Rock,NULL
744.1,Rockruff (Own Tempo),45,65,40,30,40,60,280,Keen Eye ,Vital Spirit,Own Tempo,9.2,0.5,Brown,Field,NULL,Rock,NULL
745,Lycanroc (Midday),75,115,65,55,65,112,487,Keen Eye ,Sand Rush,Steadfast,25,0.8,Brown,Field,NULL,Rock,NULL
745.1,Lycanroc (Midnight),85,115,75,55,75,82,487,Keen Eye ,Vital Spirit,No Guard,25,1.1,Red,Field,NULL,Rock,NULL
745.2,Lycanroc (Dusk),75,117,65,55,65,110,487,Tough Claws,NULL,NULL,25,0.8,Brown,Field,NULL,Rock,NULL
746,Wishiwashi (Solo),45,20,20,25,25,40,175,Schooling,NULL,NULL,0.3,0.2,Blue,Water 2,NULL,Water,NULL
746.1,Wishiwashi (School),45,140,130,140,135,30,620,Schooling,NULL,NULL,78.6,8.2,Blue,Water 2,NULL,Water,NULL
747,Mareanie,50,53,62,43,52,45,305,Merciless ,Limber,Regenerator,8,0.4,Blue,Water 1,NULL,Poison,Water
748,Toxapex,50,63,152,53,142,35,495,Merciless ,Limber,Regenerator,14.5,0.7,Blue,Water 1,NULL,Poison,Water
749,Mudbray,70,100,70,45,55,45,385,Own Tempo,Stamina,Inner Focus,110,1,Brown,Field,NULL,Ground,NULL
750,Mudsdale,100,125,100,55,85,35,500,Own Tempo,Stamina,Inner Focus,920,2.5,Brown,Field,NULL,Ground,NULL
751,Dewpider,38,40,52,40,72,27,269,Water Bubble ,NULL,Water Absorb,4,0.3,Green,Water 1,Bug,Water,Bug
752,Araquanid,68,70,92,50,132,42,454,Water Bubble ,NULL,Water Absorb,82,1.8,Green,Water 1,Bug,Water,Bug
753,Fomantis,40,55,35,50,35,35,250,Leaf Guard ,NULL,Contrary,1.5,0.3,Pink,Grass,NULL,Grass,NULL
754,Lurantis,70,105,90,80,90,45,480,Leaf Guard ,NULL,Contrary,18.5,0.9,Pink,Grass,NULL,Grass,NULL
755,Morelull,40,35,55,65,75,15,285,Illuminate ,Effect Spore,Rain Dish,1.5,0.2,Purple,Grass,NULL,Grass,Fairy
756,Shiinotic,60,45,80,90,100,30,405,Illuminate ,Effect Spore,Rain Dish,11.5,1,Purple,Grass,NULL,Grass,Fairy
757,Salandit,48,44,40,71,40,77,320,Corrosion ,NULL,Oblivious,4.8,0.6,Black,Monster,Dragon,Poison,Fire
758,Salazzle,68,64,60,111,60,117,480,Corrosion ,NULL,Oblivious,22.2,1.2,Black,Monster,Dragon,Poison,Fire
759,Stufful,70,75,50,45,50,50,340,Fluffy ,Klutz,Cute Charm,6.8,0.5,Pink,Field,NULL,Normal,Fighting
760,Bewear,120,125,80,55,60,60,500,Fluffy ,Klutz,Unnerve,135,2.1,Pink,Field,NULL,Normal,Fighting
761,Bounsweet,42,30,38,30,38,32,210,Leaf Guard ,Oblivious,Sweet Veil,3.2,0.3,Purple,Grass,NULL,Grass,NULL
762,Steenee,52,40,48,40,48,62,290,Leaf Guard ,Oblivious,Sweet Veil,8.2,0.7,Purple,Grass,NULL,Grass,NULL
763,Tsareena,72,120,98,50,98,72,510,Leaf Guard ,Queenly Majesty,Sweet Veil,21.4,1.2,Purple,Grass,NULL,Grass,NULL
764,Comfey,51,52,90,82,110,100,485,Flower Veil ,Triage,Natural Cure,0.3,0.1,Green,Grass,NULL,Fairy,NULL
765,Oranguru,90,60,80,90,110,60,490,Inner Focus ,Telepathy,Symbiosis,76,1.5,White,Field,NULL,Normal,Psychic
766,Passimian,100,120,90,40,60,80,490,Receiver ,NULL,Defiant,82.8,2,White,Field,NULL,Fighting,NULL
767,Wimpod,25,35,40,20,30,80,230,Wimp Out,NULL,NULL,12,0.5,Gray,Bug,Water 3,Bug,Water
768,Golisopod,75,125,140,60,90,40,530,Emergency Exit,NULL,NULL,108,2,Gray,Bug,Water 3,Bug,Water
769,Sandygast,55,55,80,70,45,15,320,Water Compaction ,NULL,Sand Veil,70,0.5,Brown,Amorphous,NULL,Ghost,Ground
770,Palossand,85,75,110,100,75,35,480,Water Compaction ,NULL,Sand Veil,250,1.3,Brown,Amorphous,NULL,Ghost,Ground
771,Pyukumuku,55,60,130,30,130,5,410,Innards Out,Unaware,Unaware,1.2,0.3,Black,Water 1,NULL,Water,NULL
772,Type: Null,95,95,95,95,95,59,534,Battle Armor,NULL,NULL,120.5,1.9,Gray,Undiscovered,NULL,Normal,NULL
773,Silvally,95,95,95,95,95,95,570,RKS System,NULL,NULL,100.5,2.3,Gray,Undiscovered,NULL,Normal,NULL
774,Minior (Meteor),60,60,100,60,100,60,440,Shields Down,NULL,NULL,40,0.3,Brown,Mineral,NULL,Rock,Flying
774.1,Minior (Red Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Red,Mineral,NULL,Rock,Flying
774.2,Minior (Orange Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Red,Mineral,NULL,Rock,Flying
774.3,Minior (Yellow Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Yellow,Mineral,NULL,Rock,Flying
774.4,Minior (Green Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Green,Mineral,NULL,Rock,Flying
774.5,Minior (Blue Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Blue,Mineral,NULL,Rock,Flying
774.6,Minior (Indigo Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Blue,Mineral,NULL,Rock,Flying
774.7,Minior (Violet Core),60,100,60,100,60,120,500,Shields Down,NULL,NULL,0.3,0.3,Purple,Mineral,NULL,Rock,Flying
775,Komala,65,115,65,75,95,65,480,Comatose,NULL,NULL,19.9,0.4,Blue,Field,NULL,Normal,NULL
776,Turtonator,60,78,135,91,85,36,485,Shell Armor,NULL,NULL,212,2,Red,Monster,Dragon,Fire,Dragon
777,Togedemaru,65,98,63,40,73,96,435,Iron Barbs ,Lightningrod,Sturdy,3.3,0.3,Gray,Field,Fairy,Electric,Steel
778,Mimikyu,55,90,80,50,105,96,476,Disguise,NULL,NULL,0.7,0.2,Yellow,Amorphous,NULL,Ghost,Fairy
779,Bruxish,68,105,70,70,70,92,475,Dazzling ,Strong Jaw,Wonder Skin,19,0.9,Pink,Water 2,NULL,Water,Psychic
780,Drampa,78,60,85,135,91,36,485,Berserk ,Sap Sipper,Cloud Nine,185,3,White,Monster,Dragon,Normal,Dragon
781,Dhelmise,70,131,100,86,90,40,517,Steelworker,NULL,NULL,210,3.9,Green,Mineral,NULL,Ghost,Grass
782,Jangmo-o,45,55,65,45,45,45,300,Bulletproof ,Soundproof,Overcoat,29.7,0.6,Gray,Dragon,NULL,Dragon,NULL
783,Hakamo-o,55,75,90,65,70,65,420,Bulletproof ,Soundproof,Overcoat,47,1.2,Gray,Dragon,NULL,Dragon,Fighting
784,Kommo-o,75,110,125,100,105,85,600,Bulletproof ,Soundproof,Overcoat,78.2,1.6,Gray,Dragon,NULL,Dragon,Fighting
785,Tapu Koko,70,115,85,95,75,130,570,Electric Surge ,Telepathy,NULL,20.5,1.8,Yellow,Undiscovered,NULL,Electric,Fairy
786,Tapu Lele,70,85,75,130,115,95,570,Psychic Surge ,Telepathy,NULL,18.6,1.2,Pink,Undiscovered,NULL,Psychic,Fairy
787,Tapu Bulu,70,130,115,85,95,75,570,Grassy Surge ,Telepathy,NULL,45.5,1.9,Red,Undiscovered,NULL,Grass,Fairy
788,Tapu Fini,70,75,115,95,130,85,570,Misty Surge ,Telepathy,NULL,21.2,1.3,Purple,Undiscovered,NULL,Water,Fairy
789,Cosmog,43,29,31,29,31,37,200,Unaware,NULL,NULL,0.1,0.2,Blue,Undiscovered,NULL,Psychic,NULL
790,Cosmoem,43,29,131,29,131,37,400,Sturdy,NULL,NULL,999.9,0.1,Blue,Undiscovered,NULL,Psychic,NULL
791,Solgaleo,137,137,107,113,89,97,680,Full Metal Body,NULL,NULL,230,3.4,White,Undiscovered,NULL,Psychic,Steel
792,Lunala,137,113,89,137,107,97,680,Shadow Shield,NULL,NULL,120,4,Purple,Undiscovered,NULL,Psychic,Ghost
793,Nihilego,109,53,47,127,131,103,570,Beast Boost,NULL,NULL,55.5,1.2,White,Undiscovered,NULL,Rock,Poison
794,Buzzwole,107,139,139,53,53,79,570,Beast Boost,NULL,NULL,333.6,2.4,Red,Undiscovered,NULL,Bug,Fighting
795,Pheromosa,71,137,37,137,37,151,570,Beast Boost,NULL,NULL,25,1.8,White,Undiscovered,NULL,Bug,Fighting
796,Xurkitree,83,89,71,173,71,83,570,Beast Boost,NULL,NULL,100,3.8,Black,Undiscovered,NULL,Electric,NULL
797,Celesteela,97,101,103,107,101,61,570,Beast Boost,NULL,NULL,999.9,9.2,Green,Undiscovered,NULL,Steel,Flying
798,Kartana,59,181,131,59,31,109,570,Beast Boost,NULL,NULL,0.1,0.3,White,Undiscovered,NULL,Grass,Steel
799,Guzzlord,223,101,53,97,53,43,570,Beast Boost,NULL,NULL,888,5.5,Black,Undiscovered,NULL,Dark,Dragon
800,Necrozma,97,107,101,127,89,79,600,Prism Armor,NULL,NULL,230,2.4,Black,Undiscovered,NULL,Psychic,NULL
800.1,Necrozma (Dusk Mane),97,157,127,113,109,77,680,Prism Armor,NULL,NULL,460,3.8,Yellow,Undiscovered,NULL,Psychic,Steel
800.2,Necrozma (Dawn Wings),97,113,109,157,127,77,680,Prism Armor,NULL,NULL,350,4.2,Blue,Undiscovered,NULL,Psychic,Ghost
800.3,Necrozma (Ultra),97,167,97,167,97,129,754,Neuroforce,NULL,NULL,230,7.5,Yellow,Undiscovered,NULL,Psychic,Dragon
801,Magearna,80,95,115,130,115,65,600,Soul-Heart,NULL,NULL,80.5,1,Gray,Undiscovered,NULL,Steel,Fairy
801.1,Magearna (Original Color),80,95,115,130,115,65,600,Soul-Heart,NULL,NULL,80.5,1,Red,Undiscovered,NULL,Steel,Fairy
802,Marshadow,90,125,80,90,90,125,600,Technician,NULL,NULL,22.2,0.7,Gray,Undiscovered,NULL,Fighting,Ghost
803,Poipole,67,73,67,73,67,73,420,Beast Boost,NULL,NULL,1.8,0.6,Purple,Undiscovered,NULL,Poison,NULL
804,Naganadel,73,73,73,127,73,121,540,Beast Boost,NULL,NULL,150,3.6,Purple,Undiscovered,NULL,Poison,Dragon
805,Stakataka,61,131,211,53,101,13,570,Beast Boost,NULL,NULL,820,5.5,Gray,Undiscovered,NULL,Rock,Steel
806,Blacephalon,53,127,53,151,79,107,570,Beast Boost,NULL,NULL,13,1.8,White,Undiscovered,NULL,Fire,Ghost
807,Zeraora,88,112,75,102,80,143,600,Volt Absorb,NULL,NULL,44.5,1.5,Yellow,Undiscovered,NULL,Electric,NULL
808,Meltan,46,65,65,55,35,34,300,Magnet Pull,NULL,NULL,8,0.2,Gray,Undiscovered,NULL,Steel,NULL
809,Melmetal,135,143,143,80,65,34,600,Iron Fist,NULL,NULL,800,2.5,Gray,Undiscovered,NULL,Steel,NULL
810,Grookey,50,65,50,40,40,65,310,Overgrow,NULL,Grassy Surge,5,0.3,Green,Field,Grass,Grass,NULL
811,Thwackey,70,85,70,55,60,80,420,Overgrow,NULL,Grassy Surge,14,0.7,Green,Field,Grass,Grass,NULL
812,Rillaboom,100,125,90,60,70,85,530,Overgrow,NULL,Grassy Surge,90,2.1,Green,Field,Grass,Grass,NULL
813,Scorbunny,50,71,40,40,40,69,310,Blaze,NULL,Libero,4.5,0.3,White,Field,Human-Like,Fire,NULL
814,Raboot,65,86,60,55,60,94,420,Blaze,NULL,Libero,9,0.6,Gray,Field,Human-Like,Fire,NULL
815,Cinderace,80,116,75,65,75,119,530,Blaze,NULL,Libero,33,1.4,White,Field,Human-Like,Fire,NULL
816,Sobble,50,40,40,70,40,70,310,Torrent,NULL,Sniper,4,0.3,Blue,Water 1,Field,Water,NULL
817,Drizzile,65,60,55,95,55,90,420,Torrent,NULL,Sniper,11.5,0.7,Blue,Water 1,Field,Water,NULL
818,Inteleon,70,85,65,125,65,120,530,Torrent,NULL,Sniper,45.2,1.9,Blue,Water 1,Field,Water,NULL
819,Skwovet,70,55,55,35,35,25,275,Cheek Pouch,NULL,Gluttony,2.5,0.3,Brown,Field,NULL,Normal,NULL
820,Greedent,120,95,95,55,75,20,460,Cheek Pouch,NULL,Gluttony,6,0.6,Brown,Field,NULL,Normal,NULL
821,Rookidee,38,47,35,33,35,57,245,Keen Eye,Unnerve,Big Pecks,1.8,0.2,Blue,Flying,NULL,Flying,NULL
822,Corvisquire,68,67,55,43,55,77,365,Keen Eye,Unnerve,Big Pecks,16,0.8,Blue,Flying,NULL,Flying,NULL
823,Corviknight,98,87,105,53,85,67,495,Pressure,Unnerve,Mirror Armor,75,2.2,Purple,Flying,NULL,Flying,Steel
824,Blipbug,25,20,20,25,45,45,180,Swarm,Compound Eyes,Telepathy,8,0.4,Blue,Bug,NULL,Bug,NULL
825,Dottler,50,35,80,50,90,30,335,Swarm,Compound Eyes,Telepathy,19.5,0.4,Yellow,Bug,NULL,Bug,Psychic
826,Orbeetle,60,45,110,80,120,90,505,Swarm,Frisk,Telepathy,40.8,0.4,Red,Bug,NULL,Bug,Psychic
827,Nickit,40,28,28,47,52,50,245,Run Away,Unburden,Stakeout,8.9,0.6,Brown,Field,NULL,Dark,NULL
828,Thievul,70,58,58,87,92,90,455,Run Away,Unburden,Stakeout,19.9,1.2,Brown,Field,NULL,Dark,NULL
829,Gossifleur,40,40,60,40,60,10,250,Cotton Down,Regenerator,Effect Spore,2.2,0.4,Green,Grass,NULL,Grass,NULL
830,Eldegoss,60,50,90,80,120,60,460,Cotton Down,Regenerator,Effect Spore,2.5,0.5,Green,Grass,NULL,Grass,NULL
831,Wooloo,42,40,55,40,45,48,270,Fluffy ,Run Away,Bulletproof,6,0.6,White,Field,NULL,Normal,NULL
832,Dubwool,72,80,100,60,90,88,490,Fluffy ,Steadfast,Bulletproof,43,1.3,White,Field,NULL,Normal,NULL
833,Chewtle,50,64,50,38,38,44,284,Strong Jaw,Shell Armor,Swift Swim,8.5,0.3,Green,Monster,Water 1,Water,NULL
834,Drednaw,90,115,90,48,68,74,485,Strong Jaw,Shell Armor,Swift Swim,115.5,1,Green,Monster,Water 1,Water,Rock
835,Yamper,59,45,50,40,50,26,270,Ball Fetch,NULL,Rattled,13.5,0.3,Yellow,Field,NULL,Electric,NULL
836,Boltund,69,90,60,90,60,121,490,Strong Jaw,NULL,Competitive,34,1,Yellow,Field,NULL,Electric,NULL
837,Rolycoly,30,40,50,40,50,30,240,Steam Engine,Heatproof,Flash Fire,12,0.3,Black,Mineral,NULL,Rock,NULL
838,Carkol,80,60,90,60,70,50,410,Steam Engine,Flame Body,Flash Fire,78,1.1,Black,Mineral,NULL,Rock,Fire
839,Coalossal,110,80,120,80,90,30,510,Steam Engine,Flame Body,Flash Fire,310.5,2.8,Black,Mineral,NULL,Rock,Fire
840,Applin,40,40,80,40,40,20,260,Ripen,Gluttony,Bulletproof,0.5,0.2,Green,Grass,Dragon,Grass,Dragon
841,Flapple,70,110,80,95,60,70,485,Ripen,Gluttony,Hustle,1,0.3,Green,Grass,Dragon,Grass,Dragon
842,Appletun,110,85,80,100,80,30,485,Ripen,Gluttony,Thick Fat,13,0.4,Green,Grass,Dragon,Grass,Dragon
